id,score
0,0.9994476703877357
1,0.00037005487632661466
2,0.15083274354581105
3,0.0006276203773173097
4,0.4901689405272813
5,0.034361567790939254
6,0.02122250108724465
7,0.6466741761732964
8,0.0005535009887356701
9,0.04507875438199182
10,0.00012624914338068928
11,0.9993787046968168
12,0.9997462419875793
13,0.12487672282050391
14,0.23820020325882565
15,0.9998950502642967
16,0.14407309448587155
17,0.9977409470153725
18,0.9992315406516887
19,0.7189778975613823
20,0.00018579214945179892
21,0.0025726698418611525
22,0.004210484182657779
23,0.40096445385547436
24,0.018718880559401463
25,0.007082761073819949
26,0.22998287770904488
27,0.33749579269139457
28,0.9993227032603824
29,0.0062182201111047886
30,0.017441041345464793
31,0.6958116367593145
32,0.9993552084787104
33,0.00037101034946742143
34,0.9996384574270007
35,0.20758740245417584
36,0.011677667970918003
37,0.8313132762617418
38,0.017841951742309126
39,0.0033278044593297983
40,0.9991728674969554
41,0.9998384429378424
42,0.14593834949214618
43,0.8178559477682846
44,0.08711888125784907
45,0.25265191966602163
46,0.9999310352381258
47,0.835406964452684
48,0.9917456236308597
49,0.3040733330620752
50,0.01276766203142659
51,0.999575635962523
52,0.002599064277977387
53,0.7455839498634664
54,0.01402016904163784
55,0.18000095665152874
56,0.6668210186829719
57,0.07622177701074817
58,0.0005292988672937881
59,0.005299128486202283
60,0.9354439193076233
61,0.05127943721372508
62,0.6545351246977537
63,0.49772322352406456
64,0.021213218976491234
65,0.3261422655468308
66,0.05690426916725533
67,0.6422227863572348
68,0.0010899976781699571
69,0.8337524147718641
70,0.5397587074716338
71,0.0005506296669293671
72,0.755034327138706
73,0.09876670091512267
74,0.20728982379158908
75,0.5797700229812464
76,0.6565459314742479
77,0.15679334988454008
78,0.04250545911195388
79,0.1292224352010846
80,0.007882755802700512
81,0.5225698969293882
82,0.004202531529828584
83,0.09151658234062882
84,0.3717928674047728
85,0.9997185669432621
86,0.019088186565906672
87,0.4065159166105241
88,0.9983375210109884
89,0.9998615789307517
90,0.014291540349940452
91,0.23756704120965588
92,0.2543989581859193
93,0.7605078006912752
94,0.07411342935072544
95,0.26701277165060716
96,0.007233886097572128
97,0.09739115360243736
98,0.6181495039660155
99,0.00044688010583931515
100,0.0004818319969527667
101,0.5891242482287923
102,0.9998971364992412
103,0.1041913409873311
104,0.9997362878451241
105,0.7011566918594779
106,0.702739021490736
107,0.49859850199678774
108,0.10944586537029938
109,0.7385781242439102
110,0.7853735443482922
111,0.9986735555408683
112,0.007188313135349239
113,0.00038390827925774716
114,0.5794689893830272
115,0.051304672708073144
116,0.0007249404465380122
117,0.5977600214977354
118,0.7003365571199816
119,0.32395049046871194
120,0.00032710673188794567
121,0.15715533458442488
122,0.9955730404807761
123,0.10387914516637768
124,0.025950947496603937
125,0.9999093049896255
126,0.005333313719499376
127,0.02671049429611058
128,0.00027634550842311345
129,0.9994175694967229
130,0.010116400452122138
131,0.003937695561518814
132,0.3995591232958109
133,0.9996533546657872
134,0.2026700806945619
135,0.3004432870717463
136,0.7525513717227912
137,0.7515705215121411
138,0.009968142042658348
139,0.7619033022316275
140,0.01329767401926815
141,0.30430103846082984
142,0.003669887480185918
143,0.010027555163144037
144,0.002850606186077542
145,0.0035773747254674248
146,0.0024499555005508284
147,0.9994325987438174
148,0.28630196410337316
149,0.003136107028492858
150,0.049386441379870374
151,0.9998704317422271
152,0.08738232900755728
153,0.36309166262250514
154,0.4075157125824082
155,0.052612646989365026
156,0.025930296303216558
157,0.9998080998309002
158,0.0005769543404089567
159,0.7469990864594714
160,0.9992082050200068
161,0.20551409116804048
162,0.0003219012752888609
163,0.01643833198239261
164,0.007846375654670796
165,0.11755156285563004
166,0.016156463166996964
167,0.857330133962903
168,0.0003208766169389838
169,0.0002868218998600959
170,0.024997314596912498
171,0.0038607109694778785
172,0.7777168412535114
173,0.6290772225146495
174,0.5634209313155635
175,0.01200235258755505
176,0.024852316738568542
177,0.869912040327385
178,0.6465442351279133
179,0.8745098236737747
180,0.2173157898061449
181,0.9998680905848241
182,0.6877706451505937
183,0.000374544685442219
184,0.4995058107065147
185,0.3246366627462092
186,0.011089212883968151
187,0.23960975089449113
188,0.7305637657232322
189,0.05799960071332348
190,0.015539566766727521
191,0.9994430364148694
192,0.6547266433574501
193,0.020638808860787408
194,0.9999081697591163
195,0.3674280695593949
196,0.15785188232283087
197,0.0011680918981372178
198,0.003535376837770472
199,0.6109950222429581
200,0.004735958070384618
201,0.5931042794867811
202,0.004478602394113988
203,0.009939032700507756
204,0.3555399170150235
205,0.1562410921013236
206,0.700723829685823
207,0.9996374206055896
208,0.0368866945566727
209,7.706260533606681e-05
210,0.7569804703907911
211,0.03705294924769696
212,0.017014567781337236
213,0.1230488638963699
214,0.025433117031056638
215,0.9996970743405839
216,0.006447404191364784
217,0.05003926599416077
218,0.002216724153246346
219,0.016215927399327743
220,0.008352644714129468
221,0.9979885963063894
222,0.20942153963839094
223,0.057995513051109955
224,0.01312627072116097
225,0.020181219737705515
226,0.9163476670423611
227,0.2440693340434018
228,0.015478829781013864
229,0.999666508742602
230,0.0023309387752767454
231,0.002076630258513704
232,0.5908610975979146
233,0.4213765921519108
234,0.33655629096581907
235,0.9989867434241528
236,0.7627166648829001
237,0.028006951630274588
238,0.010392510672515176
239,0.00025289386051283446
240,0.1945780348841131
241,0.02995563534173441
242,0.3522712144400292
243,0.130059781075737
244,0.999406182150112
245,0.6810795125466415
246,0.035551362194813425
247,0.004472936373445419
248,0.051600954969714286
249,0.6886020022858992
250,0.19820469259392023
251,0.00942008361222306
252,0.9994551391168085
253,0.9994675392009161
254,0.00539582009182162
255,0.0012208793513368492
256,0.9986637485459895
257,0.3625116148109224
258,0.1344777777527757
259,0.8582962345006389
260,0.00015105174588582186
261,0.003538120364789358
262,0.015892018506173004
263,0.09833163110499878
264,0.06815377966313438
265,0.0010444959314047488
266,0.006438984652857801
267,0.30627446462944274
268,0.0002707407303514077
269,0.08892142294655536
270,0.031525576652303745
271,0.035571769019281683
272,0.032367274284201324
273,0.7929486639499103
274,0.9998425195083814
275,0.08463661095366788
276,0.03545334352561769
277,0.7581039949039813
278,0.9797192144769024
279,0.8649685143990442
280,0.0025726698418611525
281,0.27576750564141095
282,0.8823885020398547
283,0.4647587144758975
284,0.03232855770055926
285,0.016959479226973665
286,0.997727088139069
287,0.00038665288641740424
288,0.49371829625233454
289,0.00029876013054309876
290,0.000506135557233856
291,0.00838119746623331
292,0.8072615824844241
293,0.3734599381952084
294,0.002815837148391196
295,0.6882055094623823
296,0.9326632473740065
297,0.9991962168956795
298,0.002158844807232404
299,0.07679493917331037
300,0.013613691792438602
301,0.007759879280534613
302,0.0013058202008039486
303,0.00014813073387973588
304,0.32949612270698436
305,0.014340109790093637
306,0.900312996543978
307,0.9990227853323861
308,0.0030964006592776113
309,0.019389186344354905
310,0.9996036211221293
311,0.9991962168956795
312,0.9996559828071766
313,0.051299519052285
314,0.3906724088171583
315,0.0004421589780428845
316,0.3790601999256994
317,0.78877686724084
318,0.043164294239701445
319,0.23275073722990555
320,0.00034881306361129224
321,0.7582611695610391
322,0.0004550248963265537
323,0.05013937832599175
324,0.9998522140310743
325,0.4932659281453953
326,0.7738043825892555
327,0.03434261630547473
328,0.04623048719155358
329,0.00044152426858026723
330,0.00035600882891908826
331,0.002076630258513704
332,0.12766252167903766
333,0.4024469378773455
334,0.04363357920344066
335,0.01047832917317606
336,0.13906004368500324
337,0.014883682153146793
338,0.008556542108899171
339,0.004788294480119783
340,0.3929630743828121
341,0.6573181333531313
342,0.5152165378478819
343,0.01116975642485291
344,0.003677965389126876
345,0.858781837760489
346,0.7166613862313471
347,0.06385306224124786
348,0.999439608394079
349,0.9995911171904637
350,0.10991076199020684
351,0.1934772776447095
352,0.9997718608303992
353,0.0025309796928070973
354,0.04204683199070108
355,0.22216489368359937
356,0.18752789592248068
357,0.007443369060115417
358,0.9995629525454479
359,0.13010284710259648
360,0.25580241892346267
361,0.07847023321087512
362,0.28432192122858563
363,0.48092732705810276
364,0.7100900789624374
365,0.0018475174841822
366,0.6953239859290996
367,7.20296730857078e-05
368,0.01783983221531895
369,0.9998525308776547
370,0.5374551478196572
371,0.06753906714712081
372,0.8009805065050527
373,0.7650731196144132
374,0.7545923506165895
375,0.22816625969799684
376,0.005366142618305464
377,0.8494156488129333
378,0.25214024183444794
379,0.4775451364519117
380,0.01666959388241674
381,0.7614147288404078
382,0.9953851143310032
383,0.00035849703593174526
384,0.2420468185959295
385,0.9995012340096324
386,0.004309587237456702
387,0.0038310506140010196
388,0.9424386329200768
389,0.9992934609248831
390,0.010797873913017834
391,0.47345061557544826
392,0.036911839635243845
393,0.0006195800994139767
394,0.5171672481453881
395,0.8402842943758876
396,0.0003610412772128634
397,0.02686452464025676
398,0.0005237549939055554
399,0.9981392854927353
400,0.019586257340934356
401,0.9994675392009161
402,0.0002311979214894239
403,0.0002654688468396864
404,0.046878895950349206
405,0.4988983002772831
406,0.5800749871083669
407,0.9983692607629507
408,0.5923217934806746
409,0.012367118113161362
410,0.9950672177899259
411,0.10919844798374648
412,0.9996861427976791
413,0.8111133489977754
414,0.1913381222044109
415,0.6960104037623802
416,9.686684607592688e-05
417,0.7461305399574426
418,0.0011161845441448055
419,0.654459536545738
420,0.020255220435676357
421,0.7483908519694397
422,0.9993402859038925
423,0.690145093032521
424,0.0071228049583098
425,0.9962550727198951
426,0.0017212974180102708
427,0.7487651554337015
428,0.00022330005078410872
429,0.7523752189697611
430,0.7084095609782947
431,0.6137328939624906
432,0.0013305025447927004
433,0.9133029771487
434,0.8008714690334094
435,0.06173273537905394
436,0.6570669645268419
437,0.13785835672941496
438,0.5899575571658776
439,0.00046120772258618863
440,0.1577853065360597
441,0.043253403328128555
442,0.02889839439367654
443,0.9998515250920467
444,0.8618695520526507
445,0.6941187675802986
446,0.00017108030800563084
447,0.005911252478275508
448,0.9997881029566714
449,0.31526071022329655
450,0.2370025797050714
451,0.6004358178611652
452,0.8671699179795173
453,0.9991694385894853
454,0.2928432443560007
455,0.03634817767181359
456,0.9992635268927297
457,0.4813961377267562
458,0.2593104195021921
459,0.00021309130612737318
460,0.8109395198361553
461,0.016671490391212598
462,0.9250910048610357
463,0.7536876867107983
464,0.23220421894527896
465,0.2989607518598788
466,0.000990734811588197
467,0.45398561303510165
468,0.9993592653552299
469,0.5806952870684898
470,0.008461912655087916
471,0.1006872372902107
472,0.0006556337596038646
473,0.045783921093702405
474,0.24028504524247102
475,0.11627338034587582
476,0.3382296885193196
477,0.006343286861442779
478,0.9996586581850594
479,0.01127867598197953
480,0.007489104508585918
481,0.8904365465771849
482,0.2171704285880705
483,0.28196771144061805
484,0.0015739384797570806
485,0.010972321884474294
486,0.9992543060125728
487,0.15180520237943393
488,0.0006101504798342526
489,0.0454343743742533
490,0.27943602398245193
491,0.2861606987725171
492,0.9444838114522575
493,0.06645053675698168
494,0.13136054791233995
495,0.11543007597571953
496,0.8202195495838251
497,0.4074247144233046
498,0.5328857298176675
499,0.14044568003336783
500,0.5532948481837253
501,0.04918147412874683
502,0.1160537822150112
503,0.9995146591863655
504,9.381191112326363e-05
505,0.5268382897677294
506,0.6967313436760255
507,0.9043574641315079
508,0.008325219602856326
509,0.07653077029202171
510,0.00025522710719396374
511,0.001407951799610384
512,0.7644250895096795
513,0.5527644384845602
514,0.18406568268634504
515,0.07467647076739353
516,0.04641914163800242
517,0.42296463942672874
518,0.9380434057649815
519,0.23821768877358096
520,0.8072993079923174
521,0.3984775722155101
522,0.002315462388173148
523,0.007171639155189656
524,0.7428647606958598
525,0.042920944182537786
526,0.39025197400842987
