id,score
0,0.9998797152533498
1,1.1718174667656734e-08
2,0.5097030969697648
3,4.2941852557367507e-07
4,0.40425718074676154
5,0.05148488627982207
6,0.20228085182088051
7,0.07464769922345539
8,3.523601133378248e-05
9,0.7174286278627336
10,1.3133062050552225e-11
11,0.9999987989477289
12,0.9999999999952287
13,0.02068527192613656
14,0.005068476426619247
15,0.9999999991343638
16,0.029523865443705645
17,0.9999999713621549
18,0.998819370792832
19,0.09982899679621063
20,0.00019288292238310066
21,8.802701692254005e-05
22,0.009020592570280414
23,0.04737195802605751
24,0.00499517202543931
25,0.018739465102380413
26,0.604779464757669
27,0.02655340024012471
28,0.9995827010766587
29,0.0024124704505633513
30,0.0008951664226090271
31,0.11457490833768781
32,0.9995445801699345
33,1.52948085355346e-05
34,0.9999699984489611
35,0.02870690436041522
36,2.33045363768366e-05
37,0.8406530155986541
38,0.019465310440933793
39,0.0021892328861256864
40,0.9999613336318263
41,0.999999980683434
42,0.17056299639221387
43,0.2451313666580166
44,0.015997478103259063
45,0.03761579943314278
46,0.9999999999999449
47,0.8757138043258775
48,0.9999950073998899
49,0.12700697918179107
50,0.026701852369335928
51,0.9999989198829125
52,0.00016584021869827327
53,0.061390481309242184
54,0.003824132332100886
55,0.02011291496757714
56,0.07260871477050893
57,0.2470905063725907
58,0.17397161161733096
59,0.0007894960770784436
60,0.7922081711115144
61,0.04363364113469824
62,0.048489678120253836
63,0.14330173137296984
64,0.0020705323436471684
65,0.005927116285847109
66,4.228344088255367e-05
67,0.09555606326576974
68,0.0004978986761928286
69,0.07722217350362268
70,0.10639070694753933
71,9.060594905812567e-07
72,0.2142496781886507
73,0.013449203592044835
74,0.01814741989900774
75,0.3159763823713162
76,0.05914174175591051
77,0.09259107541266186
78,0.041954836438947825
79,0.0013709520017534539
80,0.02949763462111449
81,0.43954226280818953
82,0.0037505682323315396
83,0.03458464084854693
84,0.04016865368905276
85,0.9996516921387393
86,0.15463220282326318
87,0.6716066168730711
88,0.9999989427485223
89,1.0
90,0.03053940122915058
91,0.013243823972964816
92,0.21285310961089077
93,0.08533602701382112
94,0.42191278336953825
95,0.47461503149899237
96,0.01543564265046186
97,0.13974327979938636
98,0.7792846561157375
99,0.000382772428781762
100,1.916901977110815e-09
101,0.11525108269886121
102,0.9999999999999991
103,0.09249666345919991
104,0.999996980589338
105,0.6111640765908515
106,0.08642395669621694
107,0.028842737483265303
108,0.06513025900806
109,0.5348239341334441
110,0.07150939473946612
111,0.9998683019925425
112,0.00041457247458813413
113,2.4965080502289533e-08
114,0.05838326128301489
115,0.12339593453117563
116,1.1788710344370568e-11
117,0.820941928795641
118,0.4681427979728849
119,0.10573671711966634
120,6.733122719848188e-06
121,0.5742605855963308
122,0.9190535055527194
123,0.0002474415735929747
124,0.012118132227705311
125,0.9999999999998568
126,0.004071195610679827
127,0.06235042267628015
128,8.241381992350531e-05
129,0.9997364869652259
130,0.037089990865773484
131,0.003960810508703306
132,0.04504835339647667
133,0.9999999999993894
134,0.02872219365916681
135,0.032262623509579286
136,0.18736283049959424
137,0.10355276992849424
138,0.0057756825210409975
139,0.779580687841226
140,0.4960127515208446
141,0.7018021923994647
142,0.006686604499244896
143,0.004266846248609015
144,0.0001568300531794905
145,0.0018067046235689924
146,0.002454496767109444
147,0.998400103738273
148,0.02154303028913628
149,0.00031978192169633817
150,0.029666624200451946
151,0.9999999943910165
152,0.3379854141241173
153,0.053361492378547495
154,0.8273703945987689
155,0.0008799042052311878
156,0.03764545049237529
157,0.9999999999712252
158,1.0471084726605664e-07
159,0.3945420948931085
160,0.9999999999999567
161,0.37494492850815486
162,1.2435707825830368e-08
163,0.033016265025730684
164,0.0008187466599706315
165,0.5361210161067801
166,0.0007049292687718481
167,0.6249830438018507
168,2.66926523109499e-05
169,1.1338190777947572e-06
170,0.009079750418652173
171,0.001208386722460375
172,0.06392707604420901
173,0.8328303359146483
174,0.7538017364281827
175,0.0227350373877065
176,0.01791059541309203
177,0.5203156145617303
178,0.0555257581554356
179,0.3811476621913237
180,0.0008158797852007038
181,0.9999999626515222
182,0.054146946195422034
183,3.3848046961022964e-09
184,0.024746653333744786
185,0.026487974616352276
186,0.03909590794651444
187,0.6405527743277113
188,0.10179651821973262
189,0.027757071289193323
190,0.015570499328220409
191,0.9999982965958573
192,0.03171587782522629
193,0.014956651358492232
194,0.9975791695849948
195,0.0809563784875388
196,0.04313949895911013
197,2.6978861890924792e-05
198,0.0021850377418657215
199,0.7067651231884161
200,0.0064546492801010515
201,0.049978884236038176
202,0.004476314091145169
203,0.008085760699032125
204,0.08298684555282228
205,0.015382003863720796
206,0.6620706989016331
207,0.9999915758726201
208,0.4443030249775466
209,4.0939828477963846e-13
210,0.6897064471849126
211,6.96225928845457e-05
212,0.001789763223139932
213,0.01572982028857782
214,0.30101079725134605
215,0.9999974427656824
216,0.010439162754267706
217,0.37666824175691027
218,6.655654461439926e-05
219,0.013699374549493715
220,0.00012551539880613038
221,0.999329683733498
222,0.1275663820405399
223,0.08030980919345078
224,0.00586857667025918
225,0.002631312505224337
226,0.24758354366108673
227,0.5677972178350189
228,0.02091666860506011
229,0.9999907912701409
230,5.120685316683258e-05
231,0.000782316831402586
232,0.03780645123167765
233,0.4252742599678361
234,0.03125969746861728
235,0.9999923603367182
236,0.7464556568861762
237,0.002862654958624244
238,0.0004753376573503722
239,3.258991089536233e-06
240,0.05156318326274429
241,0.18935850714008004
242,0.042082243852613686
243,0.008840276606899932
244,0.999999825610463
245,0.08832394210098574
246,0.0009030912451036514
247,0.00011291309053177223
248,0.0009637255514640258
249,0.05399964577146346
250,0.3652596043290559
251,0.007352561921263298
252,0.9986491395876248
253,0.9981577366840526
254,0.00027861968350086276
255,3.459825731092398e-05
256,0.9999999689735762
257,0.6429135842550927
258,0.09580729272772283
259,0.09124878570655992
260,3.585870014211001e-09
261,0.007289696889632946
262,0.0011838675577646068
263,0.006764759629502449
264,0.18566117692191203
265,0.004473956464232974
266,4.066561197217813e-06
267,0.02755187551196198
268,2.5050193626460407e-08
269,0.08730550287620187
270,0.0867906937374771
271,0.06674096478557022
272,0.002982086975617738
273,0.5844545493075026
274,0.9999999987497841
275,0.10775246675224161
276,0.46067629408804933
277,0.24993231080414263
278,0.9998421367941592
279,0.8272681433804483
280,8.802701692254005e-05
281,0.031617595849658994
282,0.6745619830989561
283,0.0523305897848593
284,0.0030568169344324532
285,0.014224119517249674
286,0.9999602175620996
287,4.3687814721307905e-05
288,0.11671173675816476
289,0.0004336881186057698
290,1.701374588413833e-12
291,0.002073782596220707
292,0.7062409786138925
293,0.04516912025146385
294,0.0011669420211949835
295,0.4767815488920021
296,0.8385507377576569
297,0.9999922374879432
298,0.0017009296048374025
299,0.07346945642780302
300,0.0004210813213747988
301,0.01888998072096535
302,0.0014454512439876753
303,1.6699926111636303e-05
304,0.02076815504648927
305,0.03400616935092677
306,0.061518022764264144
307,0.9999901418919322
308,6.425694626758039e-06
309,0.010798751947798503
310,0.9999999988103678
311,0.9999922374879432
312,0.9999946008989498
313,0.39349864521227007
314,0.24189208089291334
315,1.6209759109889187e-10
316,0.46573530864780605
317,0.9418509736035326
318,0.03184933832992656
319,0.042359152347820415
320,0.0007178164673013752
321,0.07064612647680289
322,6.316614011214337e-08
323,0.23268640508125113
324,0.9999999993205109
325,0.8569495021956143
326,0.6681846098969949
327,0.003204238840082381
328,0.01245567346234187
329,2.799464734434888e-06
330,3.9398172156340463e-07
331,0.000782316831402586
332,0.4594744421374474
333,0.045423043853478465
334,0.40853565438701006
335,0.0013607844827129827
336,0.38494869592459824
337,0.029965609886075897
