id,score
0,0.9948571428571429
1,0.049
2,0.2545
3,0.029
4,0.528
5,0.093625
6,0.14265545938574395
7,0.321
8,0.013
9,0.16413677156177156
10,0.059
11,0.9906584615384616
12,0.994
13,0.041
14,0.128
15,0.993
16,0.121
17,0.9711158645276291
18,0.9883333333333334
19,0.22
20,0.07
21,0.01838049645390071
22,0.021
23,0.425
24,0.075
25,0.052
26,0.368
27,0.209
28,0.992
29,0.04625
30,0.066
31,0.274
32,0.993
33,0.158
34,0.999
35,0.1625
36,0.051
37,0.801
38,0.045
39,0.019142857142857142
40,1.0
41,0.993
42,0.049
43,0.417
44,0.0971
45,0.0765
46,0.993
47,0.6465
48,0.8649375
49,0.161
50,0.04533333333333333
51,0.996
52,0.01
53,0.23825
54,0.09175
55,0.087
56,0.175
57,0.015
58,0.041
59,0.023
60,0.7062738859180036
61,0.255
62,0.348
63,0.257
64,0.015
65,0.31533333333333335
66,0.02242857142857143
67,0.276
68,0.016
69,0.285
70,0.3884166666666667
71,0.014666666666666666
72,0.31566666666666665
73,0.087
74,0.182
75,0.251
76,0.315
77,0.156
78,0.102
79,0.13
80,0.066
81,0.19466671372494632
82,0.033
83,0.114
84,0.099
85,0.989
86,0.08558333333333333
87,0.2853949242765032
88,0.9618155622155624
89,0.988
90,0.17475
91,0.2
92,0.089
93,0.39
94,0.0975
95,0.104
96,0.03698333333333333
97,0.209
98,0.26443270742029107
99,0.16325
100,0.027
101,0.227
102,0.993
103,0.105
104,0.996
105,0.673
106,0.386
107,0.213
108,0.256
109,0.958
110,0.321
111,0.9229973580999897
112,0.068
113,0.108
114,0.16966666666666666
115,0.248
116,0.076
117,0.593
118,0.627
119,0.2506333333333334
120,0.057
121,0.103
122,0.829
123,0.03525
124,0.096125
125,0.994
126,0.075
127,0.301
128,0.019
129,0.998
130,0.009
131,0.04383208622439254
132,0.188
133,0.98612
134,0.118
135,0.154
136,0.231
137,0.187
138,0.066
139,0.544
140,0.10625
141,0.23933333333333334
142,0.052
143,0.04
144,0.027913043478260867
145,0.01
146,0.052
147,0.992
148,0.104
149,0.027677106227106226
150,0.118
151,0.998
152,0.17833333333333332
153,0.13749523809523811
154,0.5221512876012879
155,0.085
156,0.030109126984126985
157,0.999
158,0.055
159,0.385
160,0.9390701525054467
161,0.257
162,0.075
163,0.06666666666666665
164,0.037
165,0.29783333333333334
166,0.0224
167,0.749
168,0.194
169,0.023
170,0.07466666666666667
171,0.025583333333333333
172,0.298
173,0.3531628438594399
174,0.35
175,0.0855
176,0.04225
177,0.317
178,0.353
179,0.369
180,0.137
181,0.986
182,0.3177
183,0.042
184,0.331
185,0.13775833333333332
186,0.1585
187,0.198
188,0.304
189,0.141
190,0.236
191,0.9951111111111111
192,0.2508
193,0.132
194,0.996
195,0.351
196,0.18125
197,0.012666666666666666
198,0.30078492063492057
199,0.2374047619047619
200,0.016
201,0.242
202,0.03
203,0.094
204,0.291
205,0.2048
206,0.49
207,0.999
208,0.16142183875635907
209,0.06
210,0.692
211,0.06
212,0.06281428571428571
213,0.333
214,0.118
215,0.985
216,0.081
217,0.06670000000000001
218,0.046
219,0.068
220,0.019
221,0.923
222,0.129
223,0.028
224,0.03
225,0.03783333333333334
226,0.511
227,0.0997495670995671
228,0.11003333333333333
229,1.0
230,0.013
231,0.017
232,0.262
233,0.40113888888888893
234,0.14771904761904758
235,1.0
236,0.7458901098901098
237,0.093
238,0.04
239,0.033
240,0.276
241,0.01725
242,0.085
243,0.088
244,0.991
245,0.338
246,0.04488888888888889
247,0.014
248,0.11774799228549233
249,0.389
250,0.13
251,0.056
252,0.971
253,0.995
254,0.0545
255,0.031
256,0.9375148567119156
257,0.33868571428571426
258,0.154
259,0.444
260,0.096
261,0.05
262,0.18
263,0.1530738095238095
264,0.17
265,0.005
266,0.026
267,0.138
268,0.048
269,0.15416666666666667
270,0.18678058992950627
271,0.104
272,0.025166666666666664
273,0.7044
274,0.993
275,0.432
276,0.1416666666666667
277,0.459
278,0.841
279,0.8837065559888141
280,0.01838049645390071
281,0.0922
282,0.316
283,0.245
284,0.16263333333333332
285,0.015
286,0.794
287,0.226
288,0.222
289,0.005
290,0.132
291,0.0305
292,0.563
293,0.425
294,0.021533333333333335
295,0.444
296,0.694
297,0.989
298,0.008
299,0.045
300,0.0505
301,0.031
302,0.04251190476190476
303,0.027
304,0.1724
305,0.253
306,0.265
307,0.9408466686091687
308,0.006
309,0.036
310,0.998
311,0.989
312,0.998
313,0.094
314,0.187
315,0.09233333333333332
316,0.268
317,0.641
318,0.206
319,0.08
320,0.0495
321,0.309
322,0.047
323,0.081
324,0.992
325,0.5376487994298703
326,0.885
327,0.047545454545454544
328,0.065
329,0.021
330,0.03166666666666666
331,0.017
332,0.131
333,0.2365
334,0.1416666666666667
335,0.038943181818181814
336,0.1024
337,0.152
338,0.032
339,0.016166666666666666
340,0.217
341,0.312
342,0.146
343,0.06466666666666666
344,0.0135
345,0.372
346,0.8140349730597745
347,0.087
348,0.999
349,0.9899411764705883
350,0.057
351,0.165
352,0.997
353,0.014
354,0.09433333333333334
355,0.195
356,0.15428570945738135
357,0.177
358,0.992
359,0.155
360,0.13723333333333335
361,0.1566
362,0.099
363,0.425
364,0.513
365,0.03595
366,0.467
367,0.111
368,0.028
369,0.998
370,0.27666666666666667
371,0.148
372,0.5525
373,0.231
374,0.58125
375,0.2245
376,0.052
377,0.775
378,0.21
379,0.5633015873015872
380,0.026
381,0.3456666666666667
382,0.852
383,0.121
384,0.141
385,1.0
386,0.019
387,0.01
388,0.7440833333333332
389,0.9390833333333333
390,0.029111111111111112
391,0.20525
392,0.0724
393,0.036
394,0.3556666666666667
395,0.46166666666666667
396,0.041
397,0.011
398,0.078
399,0.8897626309835674
400,0.151
401,0.995
402,0.001
403,0.017
404,0.059
405,0.2353333333333333
406,0.16775
407,0.9895662055335968
408,0.08725
409,0.083
410,0.7658571428571429
411,0.20804347826086955
412,0.992
413,0.79
414,0.115
415,0.172
416,0.012
417,0.39
418,0.022
419,0.22033333333333333
420,0.076
421,0.211
422,0.986
423,0.496
424,0.116
425,0.8741487804878049
426,0.011018375241779496
427,0.502
428,0.117
429,0.856
430,0.648
431,0.26555555555555554
432,0.010142857142857143
433,0.4835
434,0.34
435,0.2275
436,0.24
437,0.0835
438,0.20925
439,0.0995
440,0.358
441,0.07735
442,0.242
443,0.998
444,0.7586923076923077
445,0.5613333333333334
446,0.028
447,0.098
448,0.981
449,0.135
450,0.375
451,0.3
452,0.6374833333333334
453,0.999
454,0.079
455,0.164
456,0.9581888888888889
457,0.355
458,0.288
459,0.006
460,0.31080073260073254
461,0.036
462,0.8761666666666666
463,0.21728571428571428
464,0.06166666666666666
465,0.225
466,0.02
467,0.32358333333333333
468,0.999
469,0.256
470,0.08633333333333335
471,0.18936767676767677
472,0.076
473,0.203
474,0.261
475,0.16599999999999998
476,0.18020557761449207
477,0.014
478,0.961
479,0.137
480,0.018333333333333337
481,0.8242456310433638
482,0.4746512237762239
483,0.2314685546506637
484,0.01841304347826087
485,0.036
486,1.0
487,0.119
488,0.043
489,0.168
490,0.175
491,0.364
492,0.734
493,0.06556666666666666
494,0.4176666666666667
495,0.161
496,0.416
497,0.17462764123570573
498,0.36460000000000004
499,0.19225
500,0.216
501,0.13339354838709677
502,0.05583333333333334
503,0.996
504,0.009
505,0.437
506,0.572
507,0.7067678139298531
508,0.15202777777777776
509,0.04408333333333333
510,0.036
511,0.0145
512,0.276
513,0.3726
514,0.1315
515,0.0864
516,0.1775
517,0.2606666666666666
518,0.7428440116822589
519,0.09016666666666667
520,0.336
521,0.13266666666666665
522,0.101
523,0.106
524,0.187
525,0.037
526,0.28
527,0.033
528,0.072
529,1.0
530,0.243
531,0.4995
532,0.386
533,0.025
534,0.551
535,0.048
536,0.06
537,0.838
538,0.467
539,0.10733333333333332
540,0.257
541,0.518
542,0.088
543,0.067
544,0.2395
545,0.23
546,0.25
547,0.076
548,0.6638333333333334
549,0.1585
550,0.214
551,0.9529384615384616
552,1.0
553,0.264
554,0.9662999999999999
555,0.013
556,0.0585
557,0.052
558,0.5
559,0.9712999999999999
560,0.205
561,0.136
562,0.985125
563,0.56625
564,0.05
565,0.11878860404103524
566,0.457
567,0.067
568,0.081
569,0.07033333333333333
570,0.7833333333333333
571,0.34008333333333335
572,0.143
573,0.164
574,0.187
575,0.996
576,0.13469230769230767
577,0.069
578,0.367
579,1.0
580,0.09
581,0.0052
582,0.025833333333333337
583,0.117
584,0.0329
585,0.389
586,0.40365782828282826
587,0.991
588,0.145
589,0.431
590,0.993
591,0.3138333333333333
592,1.0
593,0.017
594,0.8647
595,0.039
596,0.011
597,0.1494
598,0.02
599,0.205
600,0.23995714285714287
601,0.774
602,0.249
603,0.9933333333333334
604,0.19951666666666665
605,0.077
606,0.26076666666666665
607,0.151
608,0.037
609,0.027
610,0.047
611,0.26883333333333337
612,0.185
613,0.028
614,0.093
615,0.317
616,0.199
617,0.319
618,0.09966666666666667
619,0.040923630209659626
620,0.2316666666666667
621,0.218
622,0.299
623,0.075
624,0.0215
625,0.07565674603174602
626,0.109
627,0.7067678139298531
628,0.9697886178861789
629,0.052
630,0.9712999999999999
631,0.098
632,0.982
633,0.05747135429929548
634,0.407
635,0.145
636,0.103
637,0.043
638,0.009
639,0.1
640,0.993
641,0.054
642,0.038
643,0.997
644,0.554
645,0.3087712643678161
646,0.165
647,0.373
